aze	Şəmkir	솀키르
aze	Sumqayıt	숨가이으트
aze	jurnal	주르날
aze	İlham Əliyev	일함 엘리예프
aze	Namiq Abdullayev	나미크 아브둘라예프
aze	Səməd Vurğun	세메트 부르군
aze	Abşeron	압셰론
aze	Fətəli xan Xoyski	페텔리 한 호이스키
aze	Süleyman Rüstəm	쉴레이만 뤼스템
aze	Lənkəran	렌케란
aze	Qəmər Almaszadə	게메르 알마스자데
aze	Vaqif Mustafazadə	바기프 무스타파자데
aze	Artur Rəsizadə	아르투르 레시자데
aze	Mikayıl Müşfiq	미카이을 뮈슈피크
aze	Üzeyir Hacıbəyov	위제이르 하즈베요프
aze	Mehdi Hüseynzadə	메흐디 휘세인자데
aze	Şirvan	시르반
aze	Kərim Kərimov	케림 케리모프
aze	Mingəçevir	민게체비르
aze	Naxçıvan	나흐츠반
aze	Rəşid Behbudov	레시트 베흐부도프
aze	Zaqatala	자가탈라
aze	Naftalan	나프탈란
aze	Bakı	바크
aze	Zeynalabdin Tağıyev	제이날라브딘 타그예프
aze	Ramil Quliyev	라밀 굴리예프
aze	Cəfər Cabbarlı	제페르 자발르
aze	Nəriman Nərimanov	네리만 네리마노프
aze	Xınalıq	흐날르크
aze	Məmməd ağa Şahtaxtinski	멤메트 아가 샤흐타흐틴스키
aze	Aysel Teymurzadə	아이셀 테이무르자데
aze	Məhəmməd Əmin Rəsulzadə	메헴메트 에민 레술자데
aze	Azərbaycan	아제르바이잔
aze	Yevlax	예블라흐
aze	Elnur Məmmədli	엘누르 멤메들리
aze	Hüseyn Ərəblinski	휘세인 에레블린스키
aze	Rəsul Rza	레술 르자
aze	Heydər Əliyev	헤이데르 엘리예프
aze	Tovuz	토부스
aze	Fərid Mansurov	페리트 만수로프
aze	Nigar Şıxlinskaya	니가르 시으흘린스카야
aze	İçəri Şəhər	이체리 셰헤르
aze	Nigar Rəfibəyli	니가르 레피베일리
aze	Əzizə Mustafazadə	에지제 무스타파자데
aze	Hüseyn Cavid	휘세인 자비트
aze	Bülbül	뷜뷜
aze	Qobustan	고부스탄
aze	Rəşad Sadıqov	레샤트 사드고프
aze	Vaqif Cavadov	바기프 자바도프
aze	Gəncə	겐제
aze	Xaçmaz	하치마스
aze	Şəki	셰키
aze	Məhəmmədhüseyn Şəhriyar	메헴메트휘세인 셰흐리야르
aze	Məhəmməd Mövlazadə	메헴메트 뫼블라자데
aze	Füzuli	퓌줄리
aze	Mir-Möhsün Nəvvab	미르뫼흐쉰 네바프
aze	İmadəddin Nəsimi	이마데딘 네시미
aze	Xırdalan	흐르달란
aze	Hüseyn xan Naxçıvanski	휘세인 한 나흐츠반스키
aze	Xurşidbanu Natəvan	후르시드바누 나테반
aze	Salyan	살리안
aze	Talış	탈르슈
aze	Ağdam	아그담
aze	Qəbələ	게벨레
bel	Янка Купала	얀카 쿠팔라
bel	Полацк	폴라츠크
bel	Леў Сапега	레우 사페하
bel	Ян Серада	얀 세라다
bel	Вінцэнт Дунін-Марцінкевіч	빈첸트 두닌마르친케비치
bel	Ян Чачот	얀 차초트
bel	Андрэй Арамнаў	안드레이 아람나우
bel	Белавежская пушча	벨라베슈스카야 푸샤
bel	Фёдар Сумкін	표다르 숨킨
bel	Аляксандр Глеб	알략산드르 흘레프
bel	Сынкавічы	신카비치
bel	Ефрасіння Полацкая	예프라신냐 폴라츠카야
bel	Аляксей Грышын	알략세이 흐리신
bel	Сымон Будны	시몬 부드니
